order_id,order_date,outlet_id,outlet_location_type,outlet_size,outlet_type,outlet_establishment_year,item_id,item_type,item_fat_content,item_weight_kg,item_visibility,item_mrp,units_sold,sales,rating,customer_type
BLK-ORD-01279,2024-06-17,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0245,Fruits and Vegetables,Low Fat,1.1,0.108,51.01,1,52.02,4.0,Returning
BLK-ORD-01616,2024-06-17,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0171,Health and Hygiene,Low Fat,0.94,0.2425,75.28,1,76.11,4.2,Returning
BLK-ORD-02388,2024-06-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0082,Meat,Regular,0.52,0.0603,410.54,1,370.57,4.8,Member
BLK-ORD-02862,2024-06-17,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0054,Seafood,Low Fat,0.6,0.059,421.01,1,423.23,3.8,Returning
BLK-ORD-03245,2024-06-17,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0799,Fruits and Vegetables,Low Fat,2.76,0.078,189.27,1,172.65,4.2,Member
BLK-ORD-03736,2024-06-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0582,Soft Drinks,Regular,1.03,0.046,44.07,2,86.56,4.7,Member
BLK-ORD-04671,2024-06-17,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0128,Breakfast,Low Fat,0.17,0.139,74.75,1,71.26,4.3,Returning
BLK-ORD-04999,2024-06-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0398,Meat,Regular,1.38,0.0202,329.36,1,309.27,4.4,Returning
BLK-ORD-06221,2024-06-17,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0762,Snack Foods,Regular,0.86,0.1283,32.78,2,58.62,4.1,Member
BLK-ORD-07338,2024-06-17,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0808,Seafood,Regular,1.85,0.013,461.08,1,482.79,4.6,New
BLK-ORD-07353,2024-06-17,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0838,Frozen Foods,Low Fat,1.91,0.2231,131.81,3,390.16,3.2,Returning
BLK-ORD-07705,2024-06-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0232,Dairy,Regular,1.93,0.0505,140.73,1,140.81,4.6,Member
BLK-ORD-00556,2024-06-18,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0241,Soft Drinks,Low Fat,1.39,0.0936,33.42,5,160.34,4.3,Member
BLK-ORD-01500,2024-06-18,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0563,Snack Foods,Low Fat,0.09,0.1636,92.59,1,88.34,4.4,New
BLK-ORD-01773,2024-06-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0465,Seafood,Low Fat,1.72,0.1555,160.15,1,157.40,4.7,Member
BLK-ORD-02463,2024-06-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0153,Household,Low Fat,4.97,0.1943,133.48,1,123.15,4.7,Member
BLK-ORD-02775,2024-06-18,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0638,Dairy,Regular,0.21,0.0893,246.86,1,245.44,3.7,Returning
BLK-ORD-03075,2024-06-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0905,Breads,Low Fat,0.62,0.1264,100.01,4,386.50,4.5,Member
BLK-ORD-03216,2024-06-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0639,Seafood,Low Fat,1.38,0.103,449.07,1,453.69,4.5,Returning
BLK-ORD-03343,2024-06-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0450,Baking Goods,Low Fat,1.44,0.0937,50.26,3,150.76,3.7,Returning
BLK-ORD-05160,2024-06-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0086,Household,Low Fat,4.71,0.1151,308.66,1,307.50,3.8,Member
BLK-ORD-05361,2024-06-18,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0170,Dairy,Regular,1.35,0.0887,67.5,2,125.59,3.5,Returning
BLK-ORD-06220,2024-06-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0278,Household,Low Fat,3.09,0.0675,161.27,1,152.47,3.4,Returning
BLK-ORD-06364,2024-06-18,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0902,Household,Low Fat,4.35,0.258,373.22,1,351.44,3.8,Member
BLK-ORD-06383,2024-06-18,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0672,Baking Goods,Regular,1.49,0.0904,65.75,1,65.17,4.7,Member
BLK-ORD-07053,2024-06-18,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0619,Household,Low Fat,0.86,0.0118,519.81,1,479.37,3.9,Returning
BLK-ORD-07255,2024-06-18,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0539,Breakfast,Low Fat,1.41,0.1592,294.87,3,862.01,4.2,New
BLK-ORD-07786,2024-06-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0819,Snack Foods,Regular,0.35,0.0464,68.93,3,187.09,4.7,Member
BLK-ORD-00125,2024-06-19,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0568,Canned,Low Fat,0.39,0.1709,249.91,2,504.02,4.1,Returning
BLK-ORD-00212,2024-06-19,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0902,Household,Low Fat,4.35,0.258,373.22,1,345.33,4.8,Member
BLK-ORD-02615,2024-06-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0253,Snack Foods,Low Fat,0.47,0.0448,113.12,2,212.23,4.1,Member
BLK-ORD-03279,2024-06-19,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0808,Seafood,Regular,1.85,0.013,461.08,1,450.33,4.5,Member
BLK-ORD-04371,2024-06-19,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0815,Canned,Low Fat,1.12,0.1488,86.87,1,86.23,4.1,New
BLK-ORD-04752,2024-06-19,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0853,Health and Hygiene,Low Fat,0.73,0.1509,342.23,1,316.96,3.3,Member
BLK-ORD-04820,2024-06-19,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0309,Meat,Low Fat,1.11,0.0778,417.37,1,421.72,4.4,Returning
BLK-ORD-04947,2024-06-19,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0805,Snack Foods,Regular,0.97,0.0592,47.63,3,148.30,3.5,Returning
BLK-ORD-04984,2024-06-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0478,Snack Foods,Regular,0.31,0.0338,151.72,1,150.31,4.2,Returning
BLK-ORD-05544,2024-06-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0243,Health and Hygiene,Low Fat,0.76,0.0369,69.09,1,65.37,3.7,Member
BLK-ORD-06159,2024-06-19,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0616,Baking Goods,Low Fat,1.0,0.0299,110.42,2,204.66,4.0,Member
BLK-ORD-06267,2024-06-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0585,Baking Goods,Low Fat,1.21,0.0261,88.54,1,82.00,3.9,Member
BLK-ORD-06753,2024-06-19,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0300,Baking Goods,Regular,0.06,0.0311,126.32,3,352.96,5.0,Member
BLK-ORD-07056,2024-06-19,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0752,Canned,Regular,0.65,0.0288,83.83,2,157.66,3.4,Member
BLK-ORD-07643,2024-06-19,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0073,Snack Foods,Regular,0.08,0.0714,101.98,2,198.23,4.3,New
BLK-ORD-08135,2024-06-19,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0045,Fruits and Vegetables,Low Fat,4.9,0.1134,36.18,1,35.98,4.6,Member
BLK-ORD-00304,2024-06-20,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0784,Dairy,Regular,0.2,0.0614,154.7,2,301.05,3.7,New
BLK-ORD-00777,2024-06-20,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0257,Baking Goods,Regular,0.95,0.0431,45.99,4,172.65,4.7,Member
BLK-ORD-00818,2024-06-20,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0097,Dairy,Low Fat,0.99,0.0592,124.32,2,246.90,4.8,Returning
BLK-ORD-01275,2024-06-20,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0661,Snack Foods,Regular,0.42,0.0216,42.39,1,39.85,4.4,Returning
BLK-ORD-02086,2024-06-20,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0593,Snack Foods,Regular,0.81,0.1204,149.2,1,137.23,3.7,Member
BLK-ORD-02203,2024-06-20,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0470,Dairy,Low Fat,0.2,0.1296,102.42,1,104.91,3.9,Returning
BLK-ORD-03239,2024-06-20,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0547,Meat,Regular,2.38,0.1212,431.48,1,397.95,4.2,Member
BLK-ORD-03809,2024-06-20,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0596,Fruits and Vegetables,Low Fat,2.58,0.0529,101.0,2,189.37,4.3,Member
BLK-ORD-03852,2024-06-20,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0637,Fruits and Vegetables,Low Fat,2.87,0.0686,126.69,2,252.18,4.0,New
BLK-ORD-04010,2024-06-20,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0359,Baking Goods,Low Fat,1.63,0.1395,55.2,2,110.89,4.0,Member
BLK-ORD-04835,2024-06-20,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0348,Soft Drinks,Low Fat,1.63,0.144,53.68,1,48.02,4.0,Member
BLK-ORD-06067,2024-06-20,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0086,Household,Low Fat,4.71,0.1151,308.66,1,304.32,5.0,New
BLK-ORD-00878,2024-06-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0678,Baking Goods,Regular,0.79,0.1619,151.85,1,148.44,3.6,Returning
BLK-ORD-01626,2024-06-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0794,Snack Foods,Low Fat,0.95,0.3,204.35,3,644.34,4.2,New
BLK-ORD-03899,2024-06-21,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0647,Seafood,Regular,1.38,0.0165,379.23,1,367.02,4.2,Member
BLK-ORD-03930,2024-06-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0214,Snack Foods,Regular,0.46,0.0799,116.05,1,121.70,5.0,New
BLK-ORD-04245,2024-06-21,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0550,Fruits and Vegetables,Low Fat,1.89,0.0437,37.84,2,77.09,3.5,Returning
BLK-ORD-04398,2024-06-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0499,Canned,Regular,0.34,0.082,150.01,2,295.38,4.4,Member
BLK-ORD-04923,2024-06-21,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0300,Baking Goods,Regular,0.06,0.0311,126.32,3,393.33,5.0,New
BLK-ORD-05914,2024-06-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0036,Snack Foods,Low Fat,0.76,0.1171,63.43,1,64.30,4.8,Returning
BLK-ORD-06128,2024-06-21,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0870,Canned,Low Fat,0.43,0.0785,168.58,1,174.69,4.0,Returning
BLK-ORD-06758,2024-06-21,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0199,Fruits and Vegetables,Low Fat,1.07,0.1663,90.22,3,250.18,4.3,Returning
BLK-ORD-06764,2024-06-21,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0620,Soft Drinks,Low Fat,2.04,0.094,77.83,2,159.54,3.7,Returning
BLK-ORD-07065,2024-06-21,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0214,Snack Foods,Regular,0.46,0.0799,116.05,3,348.23,3.7,New
BLK-ORD-08212,2024-06-21,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0452,Frozen Foods,Low Fat,1.17,0.2409,205.93,2,392.57,4.4,Member
BLK-ORD-02037,2024-06-22,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0567,Soft Drinks,Low Fat,1.75,0.1603,95.03,1,95.33,3.6,Returning
BLK-ORD-02107,2024-06-22,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0809,Household,Regular,3.97,0.1337,457.36,1,457.42,4.3,Returning
BLK-ORD-03201,2024-06-22,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0152,Health and Hygiene,Low Fat,0.39,0.0615,601.53,1,605.59,4.5,Member
BLK-ORD-03856,2024-06-22,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0687,Baking Goods,Regular,0.79,0.0899,218.84,2,441.63,4.4,Member
BLK-ORD-05554,2024-06-22,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0621,Baking Goods,Low Fat,0.95,0.0706,36.89,1,36.21,5.0,Member
BLK-ORD-05826,2024-06-22,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0703,Seafood,Regular,0.47,0.1266,329.02,2,698.48,4.1,Returning
BLK-ORD-05984,2024-06-22,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0043,Baking Goods,Low Fat,1.57,0.1408,105.71,1,113.05,3.8,Returning
BLK-ORD-06041,2024-06-22,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0827,Breakfast,Low Fat,1.12,0.212,91.2,2,188.07,4.6,New
BLK-ORD-06193,2024-06-22,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0808,Seafood,Regular,1.85,0.013,461.08,1,456.40,4.2,Member
BLK-ORD-07218,2024-06-22,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0854,Canned,Regular,0.99,0.0665,131.81,1,123.90,4.1,Member
BLK-ORD-07879,2024-06-22,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0306,Fruits and Vegetables,Low Fat,2.55,0.1172,158.9,1,157.10,4.6,Returning
BLK-ORD-01008,2024-06-23,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0733,Frozen Foods,Low Fat,0.61,0.2712,224.71,2,463.26,4.1,Member
BLK-ORD-01292,2024-06-23,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0330,Snack Foods,Regular,0.13,0.1869,123.99,3,356.69,3.8,Returning
BLK-ORD-01533,2024-06-23,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0293,Breakfast,Low Fat,1.05,0.0247,187.68,2,395.82,4.2,New
BLK-ORD-01767,2024-06-23,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0562,Canned,Low Fat,0.76,0.1465,116.67,1,109.51,4.4,Member
BLK-ORD-02047,2024-06-23,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0305,Frozen Foods,Low Fat,1.02,0.1391,149.06,1,155.76,4.3,Returning
BLK-ORD-06147,2024-06-23,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0378,Soft Drinks,Low Fat,2.06,0.053,115.34,1,115.19,3.9,New
BLK-ORD-06700,2024-06-23,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0082,Meat,Regular,0.52,0.0603,410.54,1,419.62,4.3,Member
BLK-ORD-07395,2024-06-23,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0327,Fruits and Vegetables,Low Fat,4.38,0.0289,85.93,1,85.91,3.4,Returning
BLK-ORD-07469,2024-06-23,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0076,Fruits and Vegetables,Low Fat,1.61,0.1231,131.84,1,131.86,3.9,Member
BLK-ORD-07800,2024-06-23,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0277,Meat,Low Fat,1.78,0.0966,254.84,1,255.40,3.5,Member
BLK-ORD-08294,2024-06-23,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0342,Household,Low Fat,0.15,0.0128,76.25,2,153.01,3.3,New
BLK-ORD-00033,2024-06-24,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0624,Meat,Regular,0.53,0.1921,199.19,4,831.74,4.5,New
BLK-ORD-00754,2024-06-24,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0702,Soft Drinks,Low Fat,1.75,0.1343,143.98,3,420.15,4.7,Returning
BLK-ORD-01802,2024-06-24,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0050,Household,Low Fat,4.05,0.136,104.63,3,297.04,4.2,Returning
BLK-ORD-02480,2024-06-24,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0059,Health and Hygiene,Low Fat,0.49,0.1427,166.19,4,650.53,3.5,New
BLK-ORD-02691,2024-06-24,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0475,Meat,Low Fat,2.19,0.1134,132.73,1,127.73,4.2,Member
BLK-ORD-04326,2024-06-24,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0155,Fruits and Vegetables,Low Fat,4.15,0.161,42.42,4,180.63,4.2,New
BLK-ORD-04524,2024-06-24,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0776,Baking Goods,Regular,0.33,0.2546,159.71,1,143.67,3.6,Member
BLK-ORD-04564,2024-06-24,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0343,Dairy,Low Fat,0.53,0.057,58.04,1,59.00,4.4,New
BLK-ORD-04864,2024-06-24,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0479,Snack Foods,Low Fat,0.62,0.1291,106.31,1,103.16,4.7,Member
BLK-ORD-05636,2024-06-24,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0220,Breads,Regular,0.5,0.1908,77.89,4,287.59,4.1,Returning
BLK-ORD-06104,2024-06-24,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0868,Canned,Regular,1.06,0.0148,55.42,1,54.14,4.4,Member
BLK-ORD-07497,2024-06-24,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0333,Soft Drinks,Low Fat,0.25,0.0579,99.32,1,91.73,4.2,Member
BLK-ORD-07832,2024-06-24,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0198,Dairy,Regular,0.85,0.0577,112.84,5,559.94,4.8,Member
BLK-ORD-00218,2024-06-25,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0872,Frozen Foods,Regular,0.76,0.0431,246.05,1,236.11,4.5,Member
BLK-ORD-00634,2024-06-25,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0491,Household,Low Fat,1.61,0.1069,448.04,3,1355.29,3.8,Returning
BLK-ORD-00753,2024-06-25,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0501,Fruits and Vegetables,Low Fat,4.18,0.0818,169.28,2,305.04,4.8,Member
BLK-ORD-00991,2024-06-25,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0285,Household,Low Fat,3.99,0.2945,344.24,4,1424.65,4.4,Returning
BLK-ORD-01552,2024-06-25,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0920,Snack Foods,Low Fat,0.3,0.1678,51.35,2,92.26,4.2,Member
BLK-ORD-01832,2024-06-25,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0677,Snack Foods,Low Fat,0.18,0.0432,52.08,3,145.97,4.3,Member
BLK-ORD-01867,2024-06-25,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0224,Dairy,Regular,1.83,0.1763,197.41,1,197.73,3.7,Member
BLK-ORD-01872,2024-06-25,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0676,Fruits and Vegetables,Low Fat,4.09,0.0338,74.57,1,72.99,4.4,Member
BLK-ORD-02127,2024-06-25,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0426,Dairy,Low Fat,0.8,0.0238,78.97,1,73.21,3.7,Member
BLK-ORD-03371,2024-06-25,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0476,Snack Foods,Regular,0.06,0.1856,96.3,2,204.44,4.9,New
BLK-ORD-04939,2024-06-25,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0507,Health and Hygiene,Low Fat,0.61,0.1556,112.26,1,111.26,4.0,Member
BLK-ORD-05743,2024-06-25,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0385,Baking Goods,Regular,1.4,0.1536,32.85,1,31.00,3.6,Returning
BLK-ORD-07417,2024-06-25,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0815,Canned,Low Fat,1.12,0.1488,86.87,1,82.44,3.9,Member
BLK-ORD-07880,2024-06-25,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0409,Frozen Foods,Regular,1.34,0.2863,115.64,2,235.75,4.6,Returning
BLK-ORD-00576,2024-06-26,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0236,Fruits and Vegetables,Low Fat,4.01,0.3,139.57,2,259.35,4.4,Member
BLK-ORD-00894,2024-06-26,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0200,Breakfast,Regular,0.99,0.1349,68.28,1,71.81,3.6,New
BLK-ORD-02091,2024-06-26,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0400,Canned,Low Fat,1.01,0.0313,50.71,1,51.49,5.0,Returning
BLK-ORD-03308,2024-06-26,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0749,Dairy,Low Fat,1.43,0.1036,141.67,1,140.20,4.4,Returning
BLK-ORD-04995,2024-06-26,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0584,Meat,Low Fat,1.64,0.171,151.19,3,442.20,3.8,New
BLK-ORD-05655,2024-06-26,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0091,Health and Hygiene,Low Fat,0.23,0.1112,130.35,1,121.88,4.2,Member
BLK-ORD-06742,2024-06-26,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0215,Meat,Regular,1.23,0.0604,156.9,1,162.76,4.6,New
BLK-ORD-06785,2024-06-26,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0166,Fruits and Vegetables,Low Fat,4.94,0.0258,76.51,4,292.09,3.9,Member
BLK-ORD-07359,2024-06-26,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0143,Health and Hygiene,Low Fat,0.3,0.0367,66.89,1,60.09,4.5,Member
BLK-ORD-07486,2024-06-26,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0026,Canned,Low Fat,0.5,0.0532,140.01,2,289.51,4.3,Returning
BLK-ORD-00428,2024-06-27,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0223,Baking Goods,Low Fat,0.43,0.0901,143.18,2,293.37,4.1,Returning
BLK-ORD-01229,2024-06-27,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0873,Snack Foods,Low Fat,0.25,0.0374,72.05,2,147.80,4.8,Returning
BLK-ORD-02557,2024-06-27,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0728,Snack Foods,Low Fat,0.68,0.3,82.91,3,243.17,3.6,Member
BLK-ORD-03152,2024-06-27,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0771,Snack Foods,Regular,0.92,0.0264,37.37,3,110.55,4.4,Returning
BLK-ORD-03596,2024-06-27,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0492,Dairy,Low Fat,0.85,0.0503,139.41,4,511.80,4.8,Member
BLK-ORD-03898,2024-06-27,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0262,Snack Foods,Regular,0.1,0.2205,74.68,1,67.34,4.7,Member
BLK-ORD-04049,2024-06-27,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0069,Fruits and Vegetables,Low Fat,0.73,0.0233,121.76,2,252.69,4.0,Returning
BLK-ORD-04183,2024-06-27,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0100,Snack Foods,Low Fat,0.52,0.0445,101.65,1,98.00,4.0,Returning
BLK-ORD-06632,2024-06-27,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0580,Dairy,Regular,0.57,0.0428,43.4,1,43.25,3.7,Member
BLK-ORD-06645,2024-06-27,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0047,Fruits and Vegetables,Low Fat,4.24,0.1785,47.02,2,96.31,4.4,New
BLK-ORD-06730,2024-06-27,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0612,Household,Low Fat,2.15,0.1132,106.53,1,102.97,3.9,Member
BLK-ORD-07055,2024-06-27,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0108,Baking Goods,Low Fat,0.23,0.1883,46.94,1,44.64,4.3,Returning
BLK-ORD-07167,2024-06-27,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0767,Snack Foods,Regular,0.47,0.2387,167.39,2,313.73,3.2,Returning
BLK-ORD-07649,2024-06-27,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0511,Dairy,Low Fat,1.88,0.1944,115.82,1,104.16,4.1,Member
